Vessel_ID,IATTC_Number.x,Vessel_Name.x,Call_Sign.x,Port_of_Registration.x,Port_of_Registration_State.x,Length.m.,Beam..m.,Depth..m.,Gross_Ton.mt.,Engine_Power.hp..x,Year_Built.x,Hull_Material.y,Fish.hold.volume..m3.,Gear.x
545664,10927,Rose Lynn,WCW5519,Morro Bay,CA,8.71,3.35,0.76,7,80,1972,Wood,9,Multi-purpose
545751,9641,Alecat,WDG4292,Eureka ,CA,15.84,4.87,2.31,34,170,1972,Steel,28,Troll
545806,11013,Sea Spirit,WDB7435,Albion,CA,15.84,4.87,2.31,47,330,1972,Steel,28,Multi-purpose
545886,10513,Margaret O,WTP4212,San Diego,CA,15.39,4.93,2.34,41,300,1973,Steel,46,Gillnet
545998,10207,Heidi Sue,WDC5713,Newport,OR,18.22,7.92,2.28,78,300,1973,Steel,54,Troll
545999,9917,Condor II,WDF3931,Bodega Bay,CA,15.39,4.78,2.01,40,335,1973,Wood,44,Multi-purpose
546053,NA,CAPE WINDY,WDH2981,Warrenton,OR,16.64126791,5.486132277,2.682109113,57,NA,1973,Steel,NA,NA
546106,13746,Pacific Reflection,WCZ2349,Seattle,WA,29.87,6.67,3.5,157,730,1973,Steel,4790,Longline
546225,NA,OCEAN GALE,WDD7003,Half Moon Bay,CA,11.49039927,3.383114904,1.584882658,14,235,1973,FRP (Fiberglass),NA,NA
546377,NA,Miss Angie,WAZ9523,Pago Pago,AS,24.26829268,NA,NA,162,NA,1973,Steel,NA,NA
546502,11025,Seawind,WDC6668,Garibaldi,OR,14.9,4.9,2.34,44,350,1973,Steel,51,Troll
546552,NA,ST CHRISTOPHER,WDI6904,Juneau,AK,12.34379762,3.962206644,2.224931423,25,300,1973,Steel,NA,NA
546742,NA,Lorraine C,WYW5072,Newport,OR,14.17682927,NA,NA,43,NA,1973,Wood,NA,NA
546755,NA,Eric J,WYX2572,Seattle,WA,13.90243902,NA,NA,40,NA,1973,Steel,NA,NA
547093,13249,Iva,WDC9851,Newport,OR,10.72,3.41,1.58,15,191,1972,Wood,NA,Troll
547210,NA,TAASINGE,WCF4794,KODIAK,AK,22.49314233,8.62541908,2.925937214,134,570,1973,Steel,NA,NA
547399,12771,Lady Dee,WDA8429,Warrenton,OR,12.74,4.32,1.92,24,640,1973,FRP (Fiberglass),NA,Recreational fishing
547432,NA,STELLER EXPLORER,WDB3762,SEWARD,AK,12.74001829,4.327948796,1.920146297,25,500,1973,FRP (Fiberglass),NA,NA
547885,NA,ANITA D,WDC6720,Coos Bay,OR,20.42060347,6.09570253,3.169765315,98,NA,1973,Steel,NA,NA
548250,NA,Barco III,WYJ8421,Portland,OR,8.841463415,NA,NA,14,NA,1968,FRP (Fiberglass),NA,NA
548265,15397,Kaymo,WZJ2137,Aberdeen,WA,9.2,3.16,1.67,10,300,1973,FRP (Fiberglass),5,Troll
548275,778,Four C's,WCW9970,Seattle,WA,18.28,4.57,2.22,39,235,1973,Steel,53,Troll
548368,12773,Katie Marie,WDA6599,Ilwaco,WA,13.1,4.26,1.21,24,800,1973,FRP (Fiberglass),NA,Recreational fishing
548563,11167,Mandy Jane,WDG5929,Eureka ,CA,14.84,4.78,1.92,28,180,1973,Steel,27,Pole and line
548600,10327,Judy,WDA3079,Newport,OR,15.6,5.18,2.49,48,250,1973,Steel,45,Multi-purpose
548612,10359,Kathleen,WDD5164,Gig Harbor,WA,17.46,5.18,2.71,53,300,1973,Steel,72,Troll
548658,NA,EMERY NICOLE,WDC5321,PETERSBURG,AK,10.78939348,3.596464493,1.706796708,18,285,1973,FRP (Fiberglass),NA,NA
549243,NA,PAPA GEORGE,WAP9983,Seattle,WA,21.4568729,6.949100884,3.657421518,105,NA,1973,Steel,NA,NA
549244,NA,PACIFIC DREAM,WYP2204,Blaine,WA,17.61658031,5.851874429,2.255409936,55,325,1973,Steel,NA,NA
549931,16297,Pacific Cloud,WDE5951,Charleston,OR,15.54,4.81,2.59,42,300,1973,FRP (Fiberglass),NA,Troll
549963,NA,BAR HOPPER,WYW5743,Newport,OR,12.16092655,3.657421518,1.523925632,17,NA,1956,Wood,NA,NA
550062,700,D. J.,WDC7513,Coos Bay,OR,14.99,4.93,1.98,24,225,1973,Aluminum,42,Gillnet
550112,NA,MISTASEA,WYW5286,Crescent City,CA,16.33648278,5.486132277,2.194452911,52,575,1973,Steel,NA,NA
550191,12998,Suki,,Sitka,AK,13.89,4.51,2.25,34,225,1972,Steel,NA,Troll
550415,10643,Norsken Fisher,WDE4337,Newport,OR,16.45,4.81,1.73,29,365,1973,Steel,12,Troll
550432,10913,Robin Ann,WDE5227,Newport Beach,OR,15.2,4.87,2.31,44,250,1972,Steel,32,Troll
550572,NA,Sara Jo,WZK6337,Charleston,OR,12.89634146,NA,NA,42,NA,1975,Steel,NA,NA
550577,10009,Dream Catcher,WDA4815,Seattle,WA,14.63,4.87,2.43,38,300,1973,FRP (Fiberglass),27,Multi-purpose
550686,NA,Princess,WDH6777,Morro Bay,CA,17.68292683,NA,NA,62,NA,1973,Wood,NA,NA
550828,10589,Minke,WCX3474,Port Townsend,WA,20.42,6.09,3.16,88,350,1973,Steel,53,Multi-purpose
551458,NA,STARRIGAVAN,WDB6149,Garibaldi,OR,17.67753734,6.583358732,2.834501676,78,NA,1973,Steel,NA,NA
552064,NA,Scotty,NA,Florence,OR,11.8597561,#VALUE!,#VALUE!,19,NA,1960,NA,NA,NA
552616,NA,WRANGLER,WDK6361,Chinook,WA,21.97500762,6.796708321,3.078329778,112,380,1973,Steel,NA,NA
553086,10035,Omega 3,WDB8053,Coos Bay,OR,13.59,4.57,2.16,37,300,1973,FRP (Fiberglass),14,Troll
553421,10357,Ocean Joy,WAH9691,MONTEREY,CA,20.84,6.7,3.38,100,350,1973,Steel,131,Troll
553717,10869,Prospector,WDF2409,Newport,OR,19.47,7.62,2.46,78,355,1973,Steel,58,Multi-purpose
554124,15155,Seeker,WDA3184,Coos Bay,OR,11.97,4.02,2.37,29,190,1974,FRP (Fiberglass),NA,Troll
554408,12535,Nancy Jean,WYP3215,Gold Beach,OR,12.28,3.81,1.64,16,275,1974,Aluminum,NA,Multi-purpose
554504,2146,Pacific Rose,WDI5306,Newport,OR,18.59,5.39,2.59,67,300,1974,Steel,35,Multi-purpose
554731,2620,Millie G,WCR8892,San Diego,CA,16.15,5.48,2.74,68,340,1974,Steel,54,Pole and line
554887,9811,Bountiful,WDD4511,Crescent City,CA,18.01,5.57,2.74,59,440,1973,Steel,54,Troll
554994,10333,Judy S,WYP3141,Moss Landing,CA,16.82,4.87,2.31,45,250,1974,Steel,42,Troll
555046,NA,CHARLEY,WDJ8337,KODIAK,AK,#VALUE!,#VALUE!,#VALUE!,116,NA,1974,Steel,NA,NA
555202,NA,PURSUIT,WDB5989,Neah Bay,WA,16.51935386,4.663212435,2.011581835,40,185,1953,Wood,NA,NA
555318,13005,Castaway,WDJ9487,Pelican,AK,17.06,5.12,2.43,45,300,1973,Steel,NA,Multi-purpose
555388,12863,Michelle Ann,WCW6171,Astoria,OR,17.67,7.31,1.82,73,500,1974,Steel,NA,Troll
555393,10371,Kelori,WDB3003,Charleston,OR,15.84,5.18,2.13,45,300,1974,FRP (Fiberglass),31,Troll
555742,11197,Tempo,WDD7052,Newport,OR,14.93,5.36,2.56,54,270,1974,Steel,48,Pole and line
555785,10815,Patience II,WDG9167,Port San Luis,CA,9.44,3.04,1.52,9,60,1974,FRP (Fiberglass),4,Troll
555940,10597,Miss Abby,WCX6241,Westport,WA,14.9,4.96,1.98,41,300,1974,Steel,28,Multi-purpose
555992,9955,Day Star,WDE8198,Eureka ,CA,22.25,6.7,2.13,80,360,1974,Steel,NA,Longline
556255,9727,Aurora Maid,WDG4174,Winchester Bay,OR,14.78,4.87,2.28,37,165,1974,Steel,54,Troll
556710,NA,VALOROUS,WCZ4129,Neah Bay,WA,15.20877781,5.63852484,2.560195062,57,300,1974,Steel,NA,NA
556719,673,Kay Ann,WDD9508,Charleston,OR,11.94,3.65,2.13,20,170,1974,Steel,11,Troll
556827,14031,Legacy II,WYP5580,Astoria,OR,11.76,3.96,2.13,21,671,1974,FRP (Fiberglass),NA,Troll
557083,13156,Pacific Rose,WDE6461,Santa Cruz,CA,12.67,4.51,2.31,33,275,1974,FRP (Fiberglass),NA,Troll
557091,1651,Connie H,WDC9678,Bellingham,WA,22.06,6.4,3.35,102,365,1973,Steel,75,Pole and line
557405,10295,My Lee,WDE7700,Newport,OR,13.41,4.51,2.01,34,300,1974,Steel,8,Troll
557455,NA,MANDINGO,WYU8645,Neah Bay,WA,21.97500762,6.766229808,3.383114904,114,425,1974,Steel,NA,NA
557477,NA,SALUTE,WDA3049,Coos Bay,OR,15.20877781,3.962206644,1.920146297,30,NA,1943,Wood,NA,NA
557621,NA,SUNSHINE,WYV3742,San Pedro,CA,13.65437367,4.754647973,1.798232246,35,NA,1974,Wood,NA,NA
557686,11185,Tarka II,WBP7266,Westport,WA,18.25,5.66,2.49,62,300,1974,Steel,48,Multi-purpose
557771,10941,Ruby Lily,WCX2989,Bellingham,WA,15.24,5.05,2.52,37,300,1974,Steel,34,Multi-purpose
557863,12695,Andrea-K,WDH7509,Garibaldi,OR,9.99,3.71,1.85,13,300,1974,FRP (Fiberglass),NA,Multi-purpose
557871,NA,F/V CANDACE M,WDC8481,Ketchikan,AK,9.996952149,3.383114904,1.584882658,17,210,1974,FRP (Fiberglass),NA,NA
558005,10739,Olinka,WUT3153,San Diego,CA,12.95,3.9,2.1,25,200,1974,Steel,40,Multi-purpose
558072,NA,PACIFIC SUN IV,WYP9360,Seattle,WA,18.92715635,6.09570253,2.895458702,83,400,1974,Steel,NA,NA
558158,13097,Aleutian Storm,WGP1234,Crescent City,CA,17.83,5.63,2.89,82,310,1974,Steel,NA,Multi-purpose
558270,NA,QUINAULT STAR,WBG6607,Westport,WA,9.356903383,3.169765315,1.859189272,14,NA,1974,FRP (Fiberglass),NA,NA
558471,10735,Oceana,WDG5925,Newport,OR,11.97,3.99,2.19,22,150,1974,Wood,20,Troll
558555,13095,Pacific Pride,WDC6157,Crescent City,CA,15.14,5.97,2.65,60,455,1979,FRP (Fiberglass),NA,Multi-purpose
558609,NA,KATHY ANN,WDF6578,Westport,WA,10.48460835,3.992685157,1.523925632,20,NA,1974,FRP (Fiberglass),NA,NA
559330,15808,Sockeye Summers,,Bodega Bay,CA,10.66,4.11,1.98,18,330,1974,FRP (Fiberglass),NA,Troll
559460,NA,ONE AND ALL,WDC5577,Eureka ,CA,15.26973484,5.486132277,2.712587626,67,300,1974,Steel,NA,NA
559516,10635,Misty-R,WDD3526,Seattle,WA,16.48,4.99,2.56,50,365,1974,Steel,33,Troll
560081,NA,PACIFIC BREEZE,WYP4898,Newport,OR,18.16519354,5.303261201,3.291679366,75,NA,1974,Steel,NA,NA
560283,NA,Abrigo,NA,Eureka ,CA,14.69512195,#VALUE!,#VALUE!,30,NA,1953,Wood,NA,NA
560502,NA,Defiance,NA,San Diego,CA,19.60365854,#VALUE!,#VALUE!,92,NA,NA,Steel,NA,NA
560992,7385,Betty H,WDD7834,Bellingham,WA,23.59,5.79,2.71,108,250,1974,Steel,117,Multi-purpose
561849,2239,Her Grace,WBG9167,San Diego,CA,17.67,6.4,3.04,90,429,1974,Steel,74,Pole and line
561951,NA,HORIZON,WDG6223,San Pedro,CA,11.12465712,3.992685157,1.95062481,21,230,1974,Steel,NA,NA
561983,NA,NEW VENTURE,WDD5603,Sitka,AK,14.66016458,4.815604998,2.316366961,43,325,1974,FRP (Fiberglass),NA,NA
562184,NA,WIND SONG,WDH9560,Neah Bay,WA,15.54404145,4.815604998,1.859189272,40,700,1975,FRP (Fiberglass),NA,NA
562378,9769,Betty Lee III,WDF6876,Westport,WA,14.93,5.48,2.74,54,375,1975,Steel,32,Troll
562408,NA,SHARON ROSE,WYX4035,Ketchikan,AK,10.91130753,4.084120695,1.554404145,18,NA,1974,Wood,NA,NA
563027,NA,KORTNEY RACHELLE,WDA3129,DOUGLAS,AK,8.74733313,3.078329778,1.61536117,10,NA,1974,FRP (Fiberglass),NA,NA
563118,10187,Hapi Sea,WBE9374,Charleston,OR,10.48,3.84,1.76,15,250,1975,Wood,13,Troll
563263,NA,BONO,WYP8152,Santa Cruz,CA,12.34379762,3.931728132,2.163974398,25,NA,1975,Steel,NA,NA
563523,10257,Irish Miss,WDC9746,Charleston,OR,13.56,4.75,2.13,34,170,1975,Steel,30,Troll
563679,13060,Gracie Arlene,WYP5329,Newport,OR,12.19,3.93,1.58,18,205,1960,FRP (Fiberglass),NA,Troll
563828,NA,LADY VIKING,WDE7085,Bodega Bay,CA,10.66747943,3.931728132,1.676318196,19,235,1973,FRP (Fiberglass),NA,NA
563888,16129,Good News,WYC2087,Depoe Bay,OR,9.75,3.2,1.43,9,380,1974,Aluminum,NA,Troll
563894,10885,Ranger,WCZ7908,Newport,OR,12.19,3.65,1.82,22,150,1955,Steel,19,Troll
564051,12787,Angler,WDC4643,Westport,WA,12.67,4.54,2.31,36,532,1975,FRP (Fiberglass),NA,Recreational fishing
565476,NA,MARTIN,WDD8902,Anacortes,WA,18.13471503,6.339530631,2.255409936,61,450,1975,Steel,NA,NA
565479,NA,WILLAPA,WDF7755,Portland,OR,11.64279183,4.175556233,2.52971655,32,180,1975,Steel,NA,NA
565656,NA,LESLIE ANN,WCX9816,Samoa,CA,13.83724474,4.419384334,2.285888449,30,250,1975,Other,NA,NA
565814,13387,Das Bug,WDE2268,Newport,OR,10.14,3.41,1.58,19,150,1975,FRP (Fiberglass),NA,Troll
566166,9881,Charlie D,WDB5994,Crescent City,CA,11.97,4.02,2.37,29,160,1975,FRP (Fiberglass),11,Troll
566818,NA,HAPPY JACK,WYW2421,Bodega Bay,CA,9.143553795,3.413593417,1.676318196,9,90,1936,Wood,NA,NA
566924,10013,Dusky,WDE8902,Winchester Bay,OR,11.97,4.02,1.79,19,225,1975,FRP (Fiberglass),NA,Troll
567048,13507,Pegasus,WUR9795,Westport,WA,22.15,5.54,3.35,89,400,1975,Steel,NA,Multi-purpose
567252,11061,Chloe,WDB6822,Winchester Bay,OR,13.77,4.23,2.59,35,300,1975,Wood,29,Troll
568129,14983,Beverlee H,WDG6396,Westport,WA,11.7,4.51,1.67,21,180,1975,Steel,NA,Multi-purpose
568481,796,Rose Mar,WDG8091,Los Osos,CA,13.35,4.57,2.16,29,235,1975,Steel,23,Pole and line
568486,NA,BLISS CRAFT,WBY5809,Friday Harbor,WA,11.97805547,3.931728132,2.163974398,27,NA,1968,FRP (Fiberglass),NA,NA
569152,NA,JAEGER,WDE3663,Port Angeles,WA,12.46571167,4.02316367,2.682109113,34,100,1975,Plastic - MSIS Legacy,NA,NA
569274,NA,SYBIL SUZANNE,WYP9117,Port Angeles,WA,13.77628772,4.358427309,3.383114904,50,NA,1975,FRP (Fiberglass),NA,NA
569611,10571,Michele Ann,WDE2896,Newport,OR,20.11,7.92,2.43,86,640,1975,Steel,57,Troll
569619,14033,Little Aud,,Scapoose,OR,10.66,2.8,1.12,6,120,1975,FRP (Fiberglass),NA,Troll
570036,13399,Piky,WDE4194,San Diego,CA,19.35,6.24,2.59,86,425,1975,Steel,48,Pole and line
570715,15705,Debra Ann,WYN9836,Garibaldi,OR,21.64,6.7,3.35,131,400,1976,Steel,NA,Multi-purpose
571265,13021,Kimi II,WDG6322 Ê,Fort Bragg,CA,14.32,4.48,2.28,31,180,1976,Concrete,NA,Troll
571356,NA,LADY LAURA,WAS5743,Hammond,OR,16.73270344,5.0594331,2.438281012,51,NA,1975,Steel,NA,NA
571510,12545,Madonna,WYL3578,Westport,WA,10.54,3.93,1.67,16,201,1976,FRP (Fiberglass),NA,Troll
571511,15058,Kathleen Jo,WDK2766,Sitka,AK,16.15,4.26,1.82,39,165,1976,FRP (Fiberglass),NA,Troll
571711,13070,Debbie Marie,WDJ2662,Bodega Bay,CA,15.14,5.09,2.34,44,335,1976,Wood,NA,Troll
571739,14055,Nancy Cloud,WDF9943,Westport,WA,12.74,4.35,2.83,33,165,1976,FRP (Fiberglass),NA,Troll
571892,NA,PASTIME II,WCZ3342,Newport,OR,9.509295946,3.535507467,1.706796708,14,210,1976,FRP (Fiberglass),NA,NA
572028,NA,CALIFORNIAN,,San Diego,CA,33.55684243,7.924413289,2.468759525,195,NA,1945,Steel,NA,NA
572550,NA,ANNIE GRAY,WDB3778,Charleston,OR,15.4221274,5.18134715,2.743066138,59,250,1976,Other,NA,NA
572987,NA,KELLY L,WYL4017,Crescent City,CA,11.58183481,4.114599208,1.645839683,18,NA,1976,FRP (Fiberglass),NA,NA
573550,NA,CORONATION,WYK2062,Juneau,AK,13.22767449,4.571776897,2.316366961,42,NA,1976,Steel,NA,NA
573981,13824,Betty Kay,WDC4379,Coos Bay,OR,14.56,4.63,1.92,32,600,1976,FRP (Fiberglass),NA,Recreational fishing
574095,12582,Grace Elizabeth,WDJ4357,Newport,OR,8.8,3.07,1.61,9,80,1976,FRP (Fiberglass),NA,Troll
574139,NA,AVENGER,WBG5434,Port San Luis,CA,18.43950015,5.821395916,2.07253886,69,800,1976,FRP (Fiberglass),NA,NA
574177,12901,Pacific Breeze,WYP9514,Westport,WA,12.55,4.11,1.88,22,355,1976,Steel,NA,Troll
574305,15360,Chellisa Michelle,WCZ8066,Garibaldi,OR,11.7,4.05,2.13,23,180,1975,Steel,NA,Troll
574577,10915,Roggy,WDH4362,Los Angeles,CA,16.45,4.87,2.13,38,200,1976,Steel,38,Multi-purpose
575663,13239,Desiree,WDA7495,Oak Harbor,WA,13.56,4.9,2.07,33,320,1975,Steel,NA,Troll
575768,12634,Neahkahnie,WTK4133,Astoria,OR,12.61,4.17,2.19,26,250,1976,Aluminum,NA,Troll
576392,12569,Nite Bite,WDH3419,Ilwaco,WA,11.27,3.5,1.82,17,210,1976,FRP (Fiberglass),NA,Multi-purpose
576627,NA,ANDANTE,WUR3883,AUKE BAY,AK,9.600731484,3.535507467,1.920146297,16,NA,1976,FRP (Fiberglass),NA,NA
576776,NA,HUNTER BAY,WDE5931,Sitka,AK,11.88661993,4.02316367,1.798232246,22,300,1976,FRP (Fiberglass),NA,NA
576887,NA,GINNY B,WDJ4294,Sitka,AK,8.716854617,3.017372752,1.402011582,8,65,1976,FRP (Fiberglass),NA,NA
578389,16311,Tauny Ann,WDC4097,Newport,OR,19.11,5.79,2.49,57,500,1976,Steel,NA,Multi-purpose
578558,NA,MIKALLIS,WQZ2062,Charleston,OR,17.0984456,4.60225541,1.859189272,37,NA,1976,FRP (Fiberglass),NA,NA
578814,NA,PHANTOM,WYC2991,San Francisco,CA,16.64126791,5.486132277,3.047851265,68,NA,1976,Steel,NA,NA
578815,NA,ALLSTAR,WDD5393,Seattle,WA,18.073758,5.486132277,3.047851265,71,300,1976,Steel,NA,NA
578844,13189,Lynoma,WDI4957,Port Orford,OR,9.38,3.5,1.55,13,260,1976,FRP (Fiberglass),NA,Troll
578914,11145,Sunlight,WCW9316,Eureka ,CA,14.02,4.32,1.82,41,160,1976,FRP (Fiberglass),11,Troll
578986,12799,Free Spirit,WDG6743,Brookings,OR,11.46,3.96,1.61,19,200,1976,Aluminum,NA,Troll
579155,NA,Grace,WSP6229,Pago Pago,AS,22.10365854,NA,NA,114,NA,1976,Steel,NA,NA
579279,11239,Townsend,WDE6442,Ilwaco,WA,19.11,6.03,3.07,75,460,1977,FRP (Fiberglass),53,Troll
580135,NA,Genesis A,WYC3436,Warrenton,OR,18.7195122,NA,NA,60,NA,1977,Other,NA,NA
580199,NA,Super Star,WYC2634,Seattle,WA,23.47560976,NA,NA,142,NA,NA,Steel,NA,NA
580508,1699,Sadi Marie,WDD6354,Westport,WA,20.9,5.97,2.65,61,300,1977,FRP (Fiberglass),45,Pole and line
580792,14001,Kaya C,WDD4975,Astoria,OR,21.39,6.7,3.5,102,475,1977,Steel,NA,Troll
580843,NA,MISS KRISTINA,WDD3430,PORT PROTECTION,AK,15.23925632,4.876562024,2.255409936,43,NA,1977,Steel,NA,NA
580851,NA,ZORA BELLE,WTA2020,Bandon,OR,20.42060347,6.09570253,3.169765315,97,NA,1977,Steel,NA,NA
580955,NA,KATHY D,WDA7011,Westport,WA,11.49039927,3.444071929,1.859189272,18,230,1977,FRP (Fiberglass),NA,NA
581478,10159,Angela June,WDI4067,Fort Bragg,CA,14.35,4.66,2.71,35,130,1977,FRP (Fiberglass),19,Multi-purpose
581510,12981,Aquarius,WDC4768,Newport,OR,8.56,3.26,1.34,10,300,1977,FRP (Fiberglass),NA,Troll
581645,NA,DRAGONET,WDC4102,Coos Bay,OR,9.387381896,3.535507467,1.920146297,16,NA,1977,FRP (Fiberglass),NA,NA
581686,10455,Lillie M,WDF6388,Winchester Bay,OR,15.33,4.57,2.62,51,300,1977,Steel,35,Troll
581689,13190,Persistent,WDC7887,Coos Bay,OR,12.52,4.45,1.67,22,285,1977,Wood,NA,Multi-purpose
581815,NA,KNOTTY GIRL,WDC3324,Westport,WA,13.71533069,4.175556233,2.346845474,31,145,1977,Wood,NA,NA
581866,15896,Oracle,W45906,Brookings,OR,13.92,4.54,2.04,31,125,1977,Steel,NA,Multi-purpose
582081,16316,Western Edge,WDG6957,Westport,WA,15.2,4.81,2.19,43,400,1977,FRP (Fiberglass),NA,Multi-purpose
582104,17125,Griffin,WDJ4003,Newport,OR,14.78,4.81,2.65,44,260,1977,FRP (Fiberglass),NA,Troll
582113,13897,Hot Pursuit,WDD7629,Depoe Bay,OR,12.64,4.32,1.92,24,375,1977,FRP (Fiberglass),NA,Recreational fishing
582301,13041,Adelina,,Depoe Bay,OR,9.9,3.53,1.92,14,318,1976,FRP (Fiberglass),NA,Troll
582455,12898,Miss Danica,WDA8747,Westport,WA,15.08,5.79,3.07,65,365,1977,FRP (Fiberglass),NA,Multi-purpose
582703,NA,VICTORIA,WCW3836,Sitka,AK,9.600731484,2.6516306,1.61536117,11,NA,1925,Wood,NA,NA
582716,NA,PEDRO BANDIT,WDC7418,Long Beach,CA,14.62968607,5.028954587,2.346845474,49,300,1977,Wood,NA,NA
582848,13424,Brittney Lynn,WYC5910,Half Moon Bay,CA,10.39,3.93,1.67,17,165,1977,FRP (Fiberglass),NA,Troll
582866,11367,Zephyr,WDF2020,Brookings,OR,9.44,3.5,1.79,11,150,1977,FRP (Fiberglass),15,Troll
583168,13127,Sea Pearl,WCZ5930,Crescent City,CA,15.84,7.31,2.22,55,350,1977,Steel,NA,Multi-purpose
583229,NA,CHARLES WALLACE,,Brookings,OR,10.81987199,3.596464493,1.584882658,14,NA,1977,FRP (Fiberglass),NA,NA
583326,12779,Eagle Eye,WCW3688,Ilwaco,WA,8.8,3.07,1.61,8,70,1977,FRP (Fiberglass),NA,Troll
583477,NA,SMEAGOL,WDC6159,San Francisco,CA,10.54556538,3.931728132,1.676318196,19,160,1977,FRP (Fiberglass),NA,NA
583569,12616,Sea Hunter,WDF7700,Crescent City,CA,12.74,4.35,2.83,33,185,1977,FRP (Fiberglass),NA,Multi-purpose
583728,15195,Trinket,WAO8011,Seattle,WA,14.53,4.81,1.82,39,250,1972,FRP (Fiberglass),NA,Troll
583758,NA,MISS DONNA,WDE4769,Charleston,OR,11.70374886,4.14507772,1.798232246,23,475,1977,FRP (Fiberglass),NA,NA
584117,1858,Sea Chase,WDG2882,Bodega Bay,CA,13.56,4.57,2.22,35,425,1977,Steel,24,Pole and line
584570,13962,Brandy Wine,WDA9450,Charleston,OR,12.34,3.65,2.92,27,242,1977,Concrete,NA,Troll
584928,1984,Jessica H,WDD5912,Westport,WA,14.02,4.35,2.34,30,220,1977,Steel,23,Troll
585406,NA,Pioneer Lady,WDB8432,Charleston,OR,10.97560976,NA,NA,14,NA,1977,Wood,NA,NA
585462,NA,STAR LADY,WDA2474,Trinidad,CA,11.06370009,3.68790003,2.042060347,22,NA,1977,FRP (Fiberglass),NA,NA
585653,2197,Billie Marie II,WBR6203,Westport,WA,20.42,5.48,2.43,58,335,1977,Steel,66,Multi-purpose
585769,NA,Ginger B,WYC4211,Gig Harbor,WA,22.59146341,NA,NA,120,NA,NA,Steel,NA,NA
586032,13449,Pacific Pride,WDF5681,Westport,WA,15.84,5.3,1.52,43,350,1977,FRP (Fiberglass),NA,Multi-purpose
586208,10515,Maria Isabel,WDB7502,Eureka ,CA,15.63,4.26,2.74,38,300,1977,Concrete,22,Troll
586516,NA,MISTY DAWN,WDG5510,SAN JOSE,CA,12.64858275,4.388905821,2.499238037,33,225,1977,FRP (Fiberglass),NA,NA
586826,13509,Ms Magoo,WYE7209,Westport,WA,14.63,4.87,2.04,34,860,1977,FRP (Fiberglass),NA,Multi-purpose
587182,NA,ORION,WDD3568,Bodega Bay,CA,14.05059433,4.937519049,2.377323987,49,NA,1977,Wood,NA,NA
587325,13538,Trolli,WDF6618,San Francisco,CA,10.63,3.77,2.31,20,180,1977,Wood,NA,Troll
587855,15083,Maverick,WUT2098,Meyers Chuck,AK,14.08,4.66,2.71,31,200,1977,FRP (Fiberglass),NA,Troll
588455,NA,GUARDIAN,WDC6043,Astoria,OR,14.66016458,4.785126486,2.042060347,37,900,1977,FRP (Fiberglass),NA,NA
588576,NA,KARELIA,WDD3090,Westport,WA,13.92868028,5.089911612,2.499238037,49,350,1977,Steel,NA,NA
588768,7381,The Seeker II,WDD3892,Barnegat Light,NJ,23.46,6.82,3.38,129,395,1977,Steel,61,Longline
588837,12670,Tracer,WDC9145,Ilwaco,WA,15.84,4.81,1.85,37,675,1976,FRP (Fiberglass),NA,Recreational fishing
589000,NA,KEMA SUE,WYC5234,KODIAK,AK,21.97500762,6.766229808,3.383114904,111,325,1978,Steel,NA,NA
589106,13297,Malaga,WRA9277,Cordova,NA,15.14,5.3,2.37,62,500,1977,Steel,NA,Multi-purpose
589114,NA,PACIFIC HOOKER,WDD6722,Portland,OR,20.42060347,6.09570253,3.169765315,97,NA,1978,Steel,NA,NA
589400,NA,AXEL,WDG4022,Sitka,AK,11.18561414,3.779335568,2.194452911,20,123,1978,Steel,NA,NA
589552,NA,SEA TOI,WDE4469,Astoria,OR,19.11002743,5.943309966,3.078329778,84,400,1977,FRP (Fiberglass),NA,NA
589670,12991,Anona Kay,WCX3308,Newport,OR,19.11,6.03,3.07,77,450,1977,FRP (Fiberglass),NA,Troll
589958,15099,Ms Nicani,,,NA,14.63,4.14,1.92,24,400,1978,FRP (Fiberglass),NA,Troll
589969,11341,Wet & Wild,WDF4355,Moss Landing,CA,21.97,6.76,3.38,103,450,1978,Steel,64,Troll
590263,NA,OLYMPIC,WDD4580,PORT ORCHARD,OR,20.84730265,6.735751295,3.748857056,129,500,1978,FRP (Fiberglass),NA,NA
590273,13394,Celtic Aire,WDB7059,Eureka ,CA,15.2,5.33,2.56,52,226,1978,Steel,NA,Troll
590281,9691,Ann Kathleen,WDG6091,Westport,WA,19.38,5.69,2.34,61,550,1978,FRP (Fiberglass),32,Pole and line
590339,10349,Karen Lyn,WAU2564,Winchester Bay,OR,9.44,3.04,1.43,8,125,1978,Wood,7,Troll
590603,NA,KETA,WYC6859,Port Orford,OR,8.503505029,2.895458702,1.310576044,8,150,1978,Wood,NA,NA
591062,12820,Seaward,WDG6016,Bodega Bay,CA,12.67,4.38,2.49,30,330,1978,FRP (Fiberglass),NA,Troll
591067,10463,Linda-Jean,WYC6655,San Francisco,CA,13.35,4.63,2.19,29,260,1978,Steel,25,Multi-purpose
591083,13188,Josie L,WYC8311,Arcata,CA,15.24,4.57,2.13,36,165,1980,Steel,NA,Troll
591245,11139,Sundad,X5684D,Bandon,OR,14.96,5.05,1.88,34,350,1978,Steel,38,Troll
591368,13228,Buck & Ann,WDD8281,Warrenton,OR,17.06,5.18,2.43,44,500,1978,Steel,NA,Troll
